Entry ID	LNIC Code	Entity-Type	Subtype(s)	Vocabulary	Code	Vocabulary Preferred Name	Mapping_type	Mapping confidence	Version
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICD10CM	C83.9_	Non-follicular (diffuse) lymphoma, unspecified	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICD10CM	C83.9A	Non-follicular (diffuse) lymphoma, unspecified, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICD10	C83.6	Non-Hodgkin lymphoma undifferentiated (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	UMLS	C5854273	High Grade B-Cell Lymphoma with MYC and BCL2 Rearrangements	exact	High	2026AA
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICD10	C83.9	Diffuse non-Hodgkin lymphoma, unspecified	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICDO4	9680D/3	Diffuse large B-cell lymphoma/high-grade B-cell lymphoma with MYC and BCL2 rearrangements, NOS	exact	High	International Classification of Diseases for Oncology, Fourth Edition
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICDO4	9680E/3	Diffuse large B-cell lymphoma/high-grade B-cell lymphoma with MYC and BCL2 rearrangements without BCL6 rearrangement	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICDO4	9680F/3	Diffuse large B-cell lymphoma/high-grade B-cell lymphoma with MYC and BCL2 rearrangements with BCL6 rearrangement	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
023	LNIC-100-023	DLBCL/HGBL-MYC/BCL2	with/without BCL6 rearrangement; with TDT expression	ICDO4	9680G/3	Diffuse large B-cell lymphoma/high-grade B-cell lymphoma with MYC and BCL2 rearrangements (with or without BCL6 rearrangement) with TdT expression	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
024	LNIC-100-024	ALK-positive DLBCL		ICDO3	9737/3	ALK-positive large B-cell lymphoma [2010+]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
024	LNIC-100-024	ALK-positive DLBCL		ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
024	LNIC-100-024	ALK-positive DLBCL		ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
024	LNIC-100-024	ALK-positive DLBCL		UMLS	C1333294	ALK positive large B-cell lymphoma	exact	High	2026AA
024	LNIC-100-024	ALK-positive DLBCL		ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
024	LNIC-100-024	ALK-positive DLBCL		ICDO4	97370/3	ALK-positive large B-cell lymphoma	exact	High	International Classification of Diseases for Oncology, Fourth Edition
025	LNIC-100-025	LBCL-IRF4		ICDO3	9680/3	Diffuse large B-cell lymphoma, NOS 	broader	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
025	LNIC-100-025	LBCL-IRF4		ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
025	LNIC-100-025	LBCL-IRF4		ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
025	LNIC-100-025	LBCL-IRF4		ICD10CM	C83.9_	Non-follicular (diffuse) lymphoma, unspecified	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
025	LNIC-100-025	LBCL-IRF4		ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
025	LNIC-100-025	LBCL-IRF4		ICD10CM	C83.9A	Non-follicular (diffuse) lymphoma, unspecified, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
025	LNIC-100-025	LBCL-IRF4		ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
025	LNIC-100-025	LBCL-IRF4		ICD10	C83.6	Non-Hodgkin lymphoma undifferentiated (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
025	LNIC-100-025	LBCL-IRF4		UMLS	C4524676	Large B-cell lymphoma with IRF4 rearrangement	exact	High	2026AA
025	LNIC-100-025	LBCL-IRF4		ICD10	C83.9	Diffuse non-Hodgkin lymphoma, unspecified	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
025	LNIC-100-025	LBCL-IRF4 		ICDO4	96981/3	Large B-cell lymphoma with IRF4 rearrangement	exact	High	International Classification of Diseases for Oncology, Fourth Edition
026	LNIC-100-026	LBCL-HGBL-11q		ICD9	200.2	Burkitt's tumor or lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
026	LNIC-100-026	LBCL-HGBL-11q		UMLS	C4330613	Burkitt-like lymphoma with 11q aberration	exact	High	2026AA
026	LNIC-100-026	LBCL-HGBL-11q		ICDO4	96877/3	High-grade B-cell lymphoma with 11q aberration	exact	High	International Classification of Diseases for Oncology, Fourth Edition
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICDO3	9766/1	Angiocentric immunoproliferative lesion 	partial	Moderate	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICDO3	9766/3	Lymphomatoid granulomatosis, grade 3 [2021+; FOR PRE-2021 USE CODE 9680/3]	narrower	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICD9	238.79	Other lymphatic and hematopoietic tissues	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICD9	200.8	Other named variants of lymphosarcoma and reticulosarcoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICD10CM	D47.Z9	Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICD10CM	C83.8A	Other non-follicular lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICD10CM	C83.8_	Other non-follicular lymphoma	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICD10	C83.8	Other types of diffuse non-Hodgkin lymphoma	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	UMLS	C0024307	Lymphomatoid Granulomatosis	exact	High	2026AA
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICD10	D47.7	Other specified neoplasms of uncertain or unknown behavior of lymphoid, hematopoietic, and related tissue	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICDO4	97660/1	Lymphomatoid granulomatosis, NOS	exact	High	International Classification of Diseases for Oncology, Fourth Edition
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICDO4	97661/1	Lymphomatoid granulomatosis, grade 1	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICDO4	97662/1	Lymphomatoid granulomatosis, grade 2	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
027	LNIC-100-027	LBCL-LYG	Grade 1, grade 2, grade 3	ICDO4	97660/3	Lymphomatoid granulomatosis, grade 3	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
028	LNIC-100-028	EBV-positive DLBCL		ICDO3	9680/3	Diffuse large B-cell lymphoma, NOS 	broader	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
028	LNIC-100-028	EBV-positive DLBCL		ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
028	LNIC-100-028	EBV-positive DLBCL		ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
028	LNIC-100-028	EBV-positive DLBCL		ICD10CM	C83.9_	Non-follicular (diffuse) lymphoma, unspecified	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
028	LNIC-100-028	EBV-positive DLBCL		ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
028	LNIC-100-028	EBV-positive DLBCL		ICD10CM	C83.9A	Non-follicular (diffuse) lymphoma, unspecified, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
028	LNIC-100-028	EBV-positive DLBCL		ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
028	LNIC-100-028	EBV-positive DLBCL		ICD10	C83.6	Non-Hodgkin lymphoma undifferentiated (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
028	LNIC-100-028	EBV-positive DLBCL		UMLS	C5830349	Diffuse B-cell lymphoma, EBV-positive	exact	High	2026AA
028	LNIC-100-028	EBV-positive DLBCL		ICD10	C83.9	Diffuse non-Hodgkin lymphoma, unspecified	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
028	LNIC-100-028	EBV-positive DLBCL		ICDO4	96807/3	EBV-positive diffuse large B-cell lymphoma	exact	High	International Classification of Diseases for Oncology, Fourth Edition
029	LNIC-100-029	CI-DLBCL		ICDO3	9680/3	Diffuse large B-cell lymphoma, NOS 	broader	Moderate	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
029	LNIC-100-029	CI-DLBCL		ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
029	LNIC-100-029	CI-DLBCL		ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
029	LNIC-100-029	CI-DLBCL		ICD10CM	C83.9_	Non-follicular (diffuse) lymphoma, unspecified	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
029	LNIC-100-029	CI-DLBCL		ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Low	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
029	LNIC-100-029	CI-DLBCL		ICD10CM	C83.9A	Non-follicular (diffuse) lymphoma, unspecified, in remission	partial	Low	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
029	LNIC-100-029	CI-DLBCL		ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
029	LNIC-100-029	CI-DLBCL		ICD10	C83.6	Non-Hodgkin lymphoma undifferentiated (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
029	LNIC-100-029	CI-DLBCL		UMLS	C2699776	Diffuse large B-cell lymphoma associated with chronic inflammation	exact	Moderate	2026AA
029	LNIC-100-029	CI-DLBCL		MONDO	MONDO:0017601	diffuse large B-cell lymphoma with chronic inflammation	exact	Moderate	6/2/2026
029	LNIC-100-029	CI-DLBCL		ICD10	C83.9	Diffuse non-Hodgkin lymphoma, unspecified	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
029	LNIC-100-029	CI-DLBCL		ICDO4	96804/3	Diffuse large B-cell lymphoma associated with chronic inflammation	exact	Moderate	International Classification of Diseases for Oncology, Fourth Edition
030	LNIC-100-030	FA-LBCL		ICDO3	9680/3	Diffuse large B-cell lymphoma, NOS 	broader	Low	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
030	LNIC-100-030	FA-LBCL		ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
030	LNIC-100-030	FA-LBCL		ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
030	LNIC-100-030	FA-LBCL		ICD10CM	C83.9_	Non-follicular (diffuse) lymphoma, unspecified	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
030	LNIC-100-030	FA-LBCL		ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Low	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
030	LNIC-100-030	FA-LBCL		ICD10CM	C83.9A	Non-follicular (diffuse) lymphoma, unspecified, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
030	LNIC-100-030	FA-LBCL		ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
030	LNIC-100-030	FA-LBCL		ICD10	C83.6	Non-Hodgkin lymphoma undifferentiated (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
030	LNIC-100-030	FA-LBCL		UMLS	C4725699	Fibrin-Associated Diffuse Large B-Cell Lymphoma	exact	High	2026AA
030	LNIC-100-030	FA-LBCL		ICD10	C83.9	Diffuse non-Hodgkin lymphoma, unspecified	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
030	LNIC-100-030	FA-LBCL		ICDO4	96782/3	Fibrin-associated large B-cell lymphoma	exact	High	International Classification of Diseases for Oncology, Fourth Edition
031	LNIC-100-031	FO-LBCL		ICDO3	9680/3	Diffuse large B-cell lymphoma, NOS 	broader	Low	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
031	LNIC-100-031	FO-LBCL		ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
031	LNIC-100-031	FO-LBCL		ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
031	LNIC-100-031	FO-LBCL		ICD10CM	C83.9_	Non-follicular (diffuse) lymphoma, unspecified	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
031	LNIC-100-031	FO-LBCL		ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
031	LNIC-100-031	FO-LBCL		ICD10CM	C83.9A	Non-follicular (diffuse) lymphoma, unspecified, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
031	LNIC-100-031	FO-LBCL		ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
031	LNIC-100-031	FO-LBCL		ICD10	C83.6	Non-Hodgkin lymphoma undifferentiated (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
031	LNIC-100-031	FO-LBCL		ICD10	C83.6	HHV-8 and EBV-Negative Primary Effusion-Based Lymphoma	exact	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
031	LNIC-100-031	FO-LBCL		UMLS	C5855689	HHV-8 and EBV-Negative Primary Effusion-Based Lymphoma	exact	High	
031	LNIC-100-031	FO-LBCL		ICD10	C83.9	Diffuse non-Hodgkin lymphoma, unspecified	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
031	LNIC-100-031	FO-LBCL		ICDO4	96783/3	Fluid overload-associated large B-cell lymphoma	exact	High	International Classification of Diseases for Oncology, Fourth Edition
032	LNIC-100-032	PBL		ICDO3	9735/3	Plasmablastic lymphoma [2010+]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
032	LNIC-100-032	PBL		ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
032	LNIC-100-032	PBL		ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
032	LNIC-100-032	PBL		ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
032	LNIC-100-032	PBL		UMLS	C3472614	Plasmablastic lymphoma	exact	High	2026AA
032	LNIC-100-032	PBL		MONDO	MONDO:0017347	plasmablastic lymphoma	exact	High	6/2/2026
032	LNIC-100-032	PBL		ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
032	LNIC-100-032	PBL		ICDO4	97350/3	Plasmablastic lymphoma	exact	High	International Classification of Diseases for Oncology, Fourth Edition
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICDO3	9680/3	Diffuse large B-cell lymphoma, NOS 	broader	Low	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD9	200.5	Primary central nervous system lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD10CM	C83.90	Primary central nervous system lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD10CM	C83.9_	Non-follicular (diffuse) lymphoma, unspecified	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD10CM	C83.9A	Non-follicular (diffuse) lymphoma, unspecified, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD10	C83.6	Non-Hodgkin lymphoma undifferentiated (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	UMLS	C5854291	Primary Large B-Cell Lymphoma of Immune-Privileged Site	exact	High	2026AA
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICD10	C83.9	Diffuse non-Hodgkin lymphoma, unspecified	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
033	LNIC-100-033	IP-LBCL	Primary LBCL of the CNS (PCNS-LBCL), Primary LBCL of the vitreoretina (PVR-LBCL), Primary LBCL of the testis (PT-LBCL)	ICDO4	96808/3	Primary large B-cell lymphoma of immune-privileged sites	exact	High	International Classification of Diseases for Oncology, Fourth Edition
034	LNIC-100-034	PCLBCL-LT		ICDO3	9680/3	Diffuse large B-cell lymphoma, NOS 	partial	Low	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
034	LNIC-100-034	PCLBCL-LT		ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
034	LNIC-100-034	PCLBCL-LT		ICD10CM	C83.3_	Diffuse large B-cell lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
034	LNIC-100-034	PCLBCL-LT		ICD10CM	C83.9_	Non-follicular (diffuse) lymphoma, unspecified	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
034	LNIC-100-034	PCLBCL-LT		ICD10CM	C83.3A	Diffuse large B-cell lymphoma, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
034	LNIC-100-034	PCLBCL-LT		ICD10CM	C83.9A	Non-follicular (diffuse) lymphoma, unspecified, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
034	LNIC-100-034	PCLBCL-LT		ICD10	C83.3	Non-Hodgkin lymphoma large cell (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
034	LNIC-100-034	PCLBCL-LT		ICD10	C83.6	Non-Hodgkin lymphoma undifferentiated (diffuse)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
034	LNIC-100-034	PCLBCL-LT		UMLS	C1709656	Primary cutaneous diffuse large B-cell lymphoma leg type	exact	High	2026AA
034	LNIC-100-034	PCLBCL-LT		EFO	MONDO_0006383	primary cutaneous diffuse large B-cell lymphoma, Leg type	exact	High	3.91.0
034	LNIC-100-034	PCLBCL-LT		ICD10	C83.9	Diffuse non-Hodgkin lymphoma, unspecified	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
034	LNIC-100-034	PCLBCL-LT		ICDO4	96809/3	Primary cutaneous diffuse large B-cell lymphoma, leg type	exact	High	International Classification of Diseases for Oncology, Fourth Edition
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICDO3	9712/3	Intravascular large B-cell lymphoma [2010+]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICD9	200.7	Large cell lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICD10CM	C83.8_	Other non-follicular lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICD10CM	C83.8A	Other non-follicular lymphoma, in remission	partial	Low	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	UMLS	C0334660	Angioendotheliomatosis	partial	Moderate	2026AA
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	MONDO	MONDO:0020324	intravascular large B-cell lymphoma	exact	High	6/2/2026
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICD10	C83.8	Other types of diffuse non-Hodgkin lymphoma	broader	Low	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICDO4	97120/3	Intravascular large B-cell lymphoma, NOS	exact	High	International Classification of Diseases for Oncology, Fourth Edition
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICDO4	97121/3	Intravascular large B-cell lymphoma, cutaneous	narrower	Moderate	International Classification of Diseases for Oncology, Fourth Edition
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICDO4	97122/3	Intravascular large B-cell lymphoma, classic	narrower	Moderate	International Classification of Diseases for Oncology, Fourth Edition
035	LNIC-100-035	IVLBCL	Classic, cutaneous, haemophagocytic	ICDO4	97123/3	Intravascular large B-cell lymphoma, haemophagocytic	narrower	Moderate	International Classification of Diseases for Oncology, Fourth Edition
