Entry ID	LNIC Code	Entity-Type	Subtype(s)	Vocabulary	Code	Vocabulary Preferred Name	Mapping_type	Mapping confidence	Version
054	LNIC-020-054	AL	Systemic, localized, heavy chain	UMLS	C0268381	Primary amyloidosis	exact	High	2026AA
054	LNIC-020-054	AL	Systemic, localized, heavy chain	MONDO	MONDO:0019438	AL amyloidosis	exact	High	6/2/2026
054	LNIC-020-054	AL	Systemic, localized, heavy chain	ICDO4	97696/1	Heavy chain AL amyloidosis	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICDO3	9769/1	Immunoglobulin deposition disease 	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICD9	238.79	Other lymphatic and hematopoietic tissues	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICD9	277.30	Amyloidosis, unspecified	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICD10CM	D47.Z9	Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICD10CM	E85._	Amyloidosis	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICD10	D47.7	Other specified neoplasms of uncertain or unknown behavior of lymphoid, hematopoietic, and related tissue	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	UMLS	C2939462	Immunoglobulin deposition disease	exact	High	2026AA
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	MONDO	MONDO:0002274	monoclonal paraproteinemia disease	exact	Moderate	6/2/2026
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICD10	E85.9	Amyloidosis, unspecified	partial	Low	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICDO4	97690/1	Monoclonal immunoglobulin deposition disease	exact	High	International Classification of Diseases for Oncology, Fourth Edition
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICDO4	97691/1	Light chain deposition disease	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICDO4	97692/1	Light and heavy chain deposition disease	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
055	LNIC-020-055	Monoclonal immunoglobulin deposition disease	Light chain, light and heavy chain, heavy chain	ICDO4	97620/3	Heavy chain deposition disease, NOS	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
056	LNIC-020-056	Mu HCD		ICDO3	9762/3	Heavy chain disease 	broader	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
056	LNIC-020-056	Mu HCD		ICD9	203.8	Other immunoproliferative neoplasms	partial	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
056	LNIC-020-056	Mu HCD		ICD10CM	C88.20	Heavy chain disease	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
056	LNIC-020-056	Mu HCD		ICD10CM	C88.21	Heavy chain disease, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
056	LNIC-020-056	Mu HCD		UMLS	C0242310	mu-Chain Disease	exact	High	2026AA
056	LNIC-020-056	Mu HCD		ICD10	C88.2	Other heavy chain disease	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
056	LNIC-020-056	Mu HCD		ICDO4	97623/3	Mu heavy chain disease	exact	High	International Classification of Diseases for Oncology, Fourth Edition
057	LNIC-020-057	GammaHCD		ICDO3	9762/3	Heavy chain disease 	broader	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
057	LNIC-020-057	GammaHCD		ICD9	203.8	Other immunoproliferative neoplasms	partial	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
057	LNIC-020-057	GammaHCD		ICD10CM	C88.20	Heavy chain disease	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
057	LNIC-020-057	GammaHCD		ICD10CM	C88.21	Heavy chain disease, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
057	LNIC-020-057	GammaHCD		UMLS	C0018854	gamma-Chain Disease	exact	High	2026AA
057	LNIC-020-057	GammaHCD		ICD10	C88.2	Gamma heavy chain disease	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
057	LNIC-020-057	GammaHCD		ICDO4	97622/3	Gamma heavy chain disease	exact	High	International Classification of Diseases for Oncology, Fourth Edition
058	LNIC-020-058	Alpha HCD		ICDO3	9762/3	Heavy chain disease 	broader	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
058	LNIC-020-058	Alpha HCD		ICDO3	9764/3	Immunoproliferative small intestinal disease (C17._) [PRE-2010 ONLY. FOR 2010+ USE CODE 9762/3]	exact	Moderate	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
058	LNIC-020-058	Alpha HCD		ICD9	203.8	Other immunoproliferative neoplasms	partial	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
058	LNIC-020-058	Alpha HCD		ICD10CM	C88.20	Heavy chain disease	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
058	LNIC-020-058	Alpha HCD		ICD10CM	C88.21	Heavy chain disease, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
058	LNIC-020-058	Alpha HCD		ICD10CM	C88.3	Immunoproliferative small intestinal disease	exact	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
058	LNIC-020-058	Alpha HCD		UMLS	C5209276	IgA heavy chain paraproteinemia	narrower	Moderate	2026AA
058	LNIC-020-058	Alpha HCD		UMLS	C0021071	Immunoproliferative Small Intestinal Disease	exact	Moderate	2026AA
058	LNIC-020-058	Alpha HCD		EFO	EFO_1001798	immunoproliferative small intestinal disease	exact	Moderate	3.91.0
058	LNIC-020-058	Alpha HCD		ICD10	C88.3	Immunoproliferative small intestinal disease	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
058	LNIC-020-058	Alpha HCD		ICDO4	97621/3	Alpha heavy chain disease	exact	High	International Classification of Diseases for Oncology, Fourth Edition
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	ICDO3	9731/3	Plasmacytoma, NOS 	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	ICDO3	9734/3	Plasmacytoma, extramedullary (not occurring in bone) 	narrower	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	ICD9	238.6	Plasma cells	narrower	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	ICD10CM	C90.2	Extramedullary plasmacytoma	narrower	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	ICD10CM	C90.3	Solitary plasmacytoma	narrower	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	EFO	MONDO_0005615	plasmacytoma	exact	High	3.91.0
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	UMLS	C0032131	Plasmacytoma	exact	High	2026AA
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	ICD10	C90.2	Plasmacytoma, extramedullary	narrower	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	ICDO4	97310/3	Plasmacytoma, NOS	exact	High	International Classification of Diseases for Oncology, Fourth Edition
059	LNIC-100-059	Plasmacytoma	Solitary plasmacytoma of bone (SPB), extramedullary plasmacytoma (EMP)	ICDO4	97340/3	Plasmacytoma, extramedullary	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICDO3	9732/3	Plasma cell myeloma [2010+. FOR PRE-2010 USE CODE 9733/3]	narrower	Moderate	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICDO3	9733/3	Plasma cell leukemia [PRE-2010 ONLY. FOR 2010+ USE CODE 9832/3]	narrower	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICD9	203.0	Multiple myeloma	narrower	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICD9	203.1	Plasma cell leukemia	narrower	High	International Classification of Diseases, Ninth Revision (ICD-9)
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICD10CM	C90.0	Multiple Myeloma	exact	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICD10CM	C90.1	Plasma cell leukemia	narrower	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICD10	C90.0	Multiple myeloma	exact	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	UMLS	C0026764	Multiple Myeloma	exact	Moderate	2026AA
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	UMLS	C0023484	Leukemia, Plasma Cell	narrower	High	2026AA
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	EFO	MONDO_0009693	plasma cell myeloma	exact	Moderate	3.91.0
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICD10	C90.1	Plasma cell leukemia	narrower	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICDO4	97320/3	Plasma cell myeloma	exact	Moderate	International Classification of Diseases for Oncology, Fourth Edition
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICDO4	97321/3	Smouldering (asymptomatic) myeloma	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICDO4	97322/3	Non-secretory myeloma	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
060	LNIC-100-060	PCM/MM	Smoldering (asymptomatic), non-secretory, plasma cell leukemia	ICDO4	97330/3	Plasma cell leukaemia	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
061	LNIC-100-061	PCN-with syndrome	POEMS, TEMPI, AESOP	UMLS	C5856392	Plasma Cell Neoplasm with Associated Paraneoplastic Syndrome	exact	High	2026AA
061	LNIC-100-061	PCN-with syndrome	POEMS, TEMPI, AESOP	MONDO	MONDO:0700253	paraneoplastic hematological syndrome	broader	High	6/2/2026
062	LNIC-101-062	T-PLL		ICDO3	9834/3	Prolymphocytic leukemia, T-cell type (C42.1) 	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
062	LNIC-101-062	T-PLL		ICD9	204.8	Other lymphoid leukemia	partial	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
062	LNIC-101-062	T-PLL		ICD10CM	C91.6	Prolymphocytic leukemia of T-cell type, in remission | Prolymphocytic leukemia of T-cell type, in relapse	narrower	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
062	LNIC-101-062	T-PLL		ICD10CM	C91.60	Prolymphocytic leukemia of T-cell type not having achieved remission	narrower	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
062	LNIC-101-062	T-PLL		UMLS	C2363142	T-Cell Prolymphocytic Leukemia	exact	High	2026AA
062	LNIC-101-062	T-PLL		EFO	MONDO_0019468	T-cell prolymphocytic leukemia	exact	High	3.91.0
062	LNIC-101-062	T-PLL		ICD10	C91.3	Prolymphocytic Leukemia	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
062	LNIC-101-062	T-PLL		ICDO4	98340/3	T-prolymphocytic leukaemia	exact	High	International Classification of Diseases for Oncology, Fourth Edition
063	LNIC-101-063	T-LGLL		ICDO3	9831/3	T-cell large granular lymphocytic leukemia (C42.1) [REPORTABLE 2010+]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
063	LNIC-101-063	T-LGLL		ICD9	204.8	Other lymphoid leukemia	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
063	LNIC-101-063	T-LGLL		ICD10CM	C91.Z0	Other lymphoid leukemia not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
063	LNIC-101-063	T-LGLL		ICD10CM	C91.Z1	Other lymphoid leukemia, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
063	LNIC-101-063	T-LGLL		ICD10CM	C91.Z2	Other lymphoid leukemia, in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
063	LNIC-101-063	T-LGLL		UMLS	C1955861	T-Cell Large Granular Lymphocyte Leukemia	exact	High	2026AA
063	LNIC-101-063	T-LGLL		EFO	MONDO_0019469	T-cell large granular lymphocyte leukemia	exact	High	3.91.0
063	LNIC-101-063	T-LGLL		ICD10	C91.7	Other lymphoid leukemia	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
063	LNIC-101-063	T-LGLL		ICDO4	98310/3	T-large granular lymphocytic leukaemia	exact	High	International Classification of Diseases for Oncology, Fourth Edition
064	LNIC-101-064	NK-LGLL		UMLS	C1955860	Leukemia, Natural Killer Cell Large Granular Lymphocytic	exact	High	2026AA
064	LNIC-101-064	NK-LGLL		ICDO4	98311/3	NK-large granular lymphocytic leukaemia	exact	High	International Classification of Diseases for Oncology, Fourth Edition
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICDO3	9827/3	Adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants) (C42.1) 	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICD9	204.8	Other lymphoid leukemia	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICD10CM	C91.52	Adult T-cell lymphoma/leukemia (HTLV-1-associated), in relapase	narrower	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICD10CM	C91.50	Adult T-cell lymphoma/leukemia (HTLV-1-associated), not having achieved remission	narrower	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICD10CM	C91.51	Adult T-cell lymphoma/leukemia (HTLV-1-associated), in remission	narrower	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	UMLS	C0023493	Adult T-Cell Lymphoma/Leukemia	exact	High	2026AA
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	EFO	MONDO_0019471	adult T-cell leukemia/lymphoma	exact	High	3.91.0
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICD10	C91.5	Adult T-cell leukemia	exact	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICDO4	98270/3	Adult T-cell lymphoma/leukaemia, NOS	exact	High	International Classification of Diseases for Oncology, Fourth Edition
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICDO4	98271/3	Adult T-cell lymphoma/leukaemia, smouldering	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICDO4	98272/3	Adult T-cell lymphoma/leukaemia, chronic	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICDO4	98273/3	Adult T-cell lymphoma/leukaemia, lymphomatous	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
065	LNIC-101-065	ATLL	Smouldering ATLL, chronic ATLL, lymphoma ATLL, acute ATLL	ICDO4	98274/3	Adult T-cell lymphoma/leukaemia, acute	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
066	LNIC-101-066	SS		ICDO3	9701/3	Sezary syndrome 	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
066	LNIC-101-066	SS		ICD9	202.2	Sezary's disease	exact	High	International Classification of Diseases, Ninth Revision (ICD-9)
066	LNIC-101-066	SS		ICD10CM	C84.1A	Sezary disease, in remission	narrower	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
066	LNIC-101-066	SS		ICD10CM	C84.1_	Sezary disease	exact	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
066	LNIC-101-066	SS		EFO	MONDO_0017844	Sezary syndrome	exact	High	3.91.0
066	LNIC-101-066	SS		UMLS	C0036920	Sezary Syndrome	exact	High	2026AA
066	LNIC-101-066	SS		ICD10	C84.1	Sezary disease	exact	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
066	LNIC-101-066	SS		ICDO4	97010/3	Sézary syndrome	exact	High	International Classification of Diseases for Oncology, Fourth Edition
067	LNIC-101-067	ANKL		ICDO3	9948/3	Aggressive NK-cell leukemia (C42.1) 	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
067	LNIC-101-067	ANKL		ICD9	207.8	Other specified leukemia	partial	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
067	LNIC-101-067	ANKL		ICD10CM	C94.80	Other specified leukemias not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
067	LNIC-101-067	ANKL		ICD10CM	C94.81	Other specified leukemias, in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
067	LNIC-101-067	ANKL		ICD10CM	C94.82	Other specified leukemias, in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
067	LNIC-101-067	ANKL		UMLS	C1292777	Aggressive natural killer-cell leukemia	exact	High	2026AA
067	LNIC-101-067	ANKL		EFO	MONDO_0019470	aggressive NK-cell leukemia	exact	High	3.91.0
067	LNIC-101-067	ANKL		ICD10	C94.7	Other specified leukemias	partial	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
067	LNIC-101-067	ANKL		ICDO4	99480/3	Aggressive NK-cell leukaemia	exact	High	International Classification of Diseases for Oncology, Fourth Edition
068	LNIC-121-068	PCSM-LPD		ICDO3	9709/1	Primary cutaneous CD4-positive small/medium T-cell lymphoproliferative disorder (C44._) [2021+ NOT REPORTABLE]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
068	LNIC-121-068	PCSM-LPD		ICD9	238.79	Other lymphatic and hematopoietic tissues	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
068	LNIC-121-068	PCSM-LPD		ICD10CM	D47.Z9	Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
068	LNIC-121-068	PCSM-LPD		UMLS	C4528627	Primary cutaneous CD4-positive small/medium T-cell lymphoproliferative disorder	exact	High	2026AA
068	LNIC-121-068	PCSM-LPD		ICD10	D47.7	Other specified neoplasms of uncertain or unknown behavior of lymphoid, hematopoietic, and related tissue	broader	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
068	LNIC-121-068	PCSM-LPD		ICDO4	97090/1	Primary cutaneous CD4-positive small or medium T-cell lymphoproliferative disorder	exact	High	International Classification of Diseases for Oncology, Fourth Edition
069	LNIC-121-069	Primary cutaneous acral CD8-positive LPD		ICDO4	97092/3	Primary cutaneous acral CD8-positive T-cell lymphoproliferative disorder	exact	High	International Classification of Diseases for Oncology, Fourth Edition
069	LNIC-121-069	Primary cutaneous acral CD8-positive LPD		UMLS	C4528220	Primary cutaneous acral CD8 positive T-cell lymphoma	exact	High	2026AA
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICDO3	9700/3	Mycosis fungoides (C44._) 	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICD9	202.1	Mycosis fungoides	exact	High	International Classification of Diseases, Ninth Revision (ICD-9)
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICD10CM	C84.0_	Mycosis fungoides	exact	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICD10CM	C84.0A	Mycosis fungoides, in remission	narrower	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICD10	C84.0	Mycosis fungoides	exact	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICDO4	97000/3	Mycosis fungoides	exact	High	International Classification of Diseases for Oncology, Fourth Edition
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICDO4	97003/3	Adnexotropic (folliculotropic  and/or syringotropic) mycosis fungoides	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICDO4	97001/3	Pagetoid reticulosis (Woringer-Kolopp type)	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
070	LNIC-101-070	MF	Folliculotropic MF; pagetoid reticulosis; granulomatous slack skin disease	ICDO4	97002/3	Granulomatous slack skin disease	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICDO3	9718/1	Primary cutaneous CD30+ T-cell lymphoproliferative disorder (C44._) [2021+ NOT REPORTABLE; FOR PRE-2021 USE CODE 9718/3]	exact	Moderate	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICD9	238.79	Other lymphatic and hematopoietic tissues	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICD10CM	D47.7	Other specified neoplasms of uncertain or unknown behavior of lymphoid, hematopoietic, and related tissue	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICD10	D47.7	Other specified neoplasms of uncertain or unknown behavior of lymphoid, hematopoietic, and related tissue	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICDO4	97180/1	Primary cutaneous CD30-positive T-cell lymphoproliferative disorder: Lymphomatoid papulosis	exact	High	International Classification of Diseases for Oncology, Fourth Edition
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICDO4	97181/1	Lymphomatoid papulosis type A	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICDO4	97182/1	Lymphomatoid papulosis type B	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICDO4	97183/1	Lymphomatoid papulosis type C	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICDO4	97184/1	Lymphomatoid papulosis type D	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
071	LNIC-121-071	LyP	Primary mucosal; LyP subtypes A,B,C,D,E; LyP with DUSP22 locus rearrangement	ICDO4	97185/1	Lymphomatoid papulosis type E	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
